file_path2,englishText,original_file_path
train_hindifullfemale_00013_1600.wav," isa aMka se hama, eka nayA khaMDa, una kalA rUpoM para AraMbha kara rahe haiM, jinheM loka priya yA paॉpulara kahA jAtA hai ",train_hindifullfemale_00013
train_hindifullfemale_00014_1600.wav," basa itanA patA hai ki usa zamAne meM, eshiyA yUropa afrIkA, aura shAyada amerikA mahAdvIpa bhI, Apasa meM ju.De hue the ",train_hindifullfemale_00014
train_hindifullfemale_00015_1600.wav," yUropa kA bAyA.N hissA afrIkA ke dAhine meM, aura AsTreliyA kA UparI pashchimI kinArA, Aja ke tamilanADu ke bagala meM thA ",train_hindifullfemale_00015
train_hindifullfemale_00016_1600.wav," matalaba ki, yU ena o jo sapanA hamAre bhaviShya ke lie dekhatA hai, vo hamAre itihAsa meM, pahale hI pUrA ho chukA hai ",train_hindifullfemale_00016
train_hindifullfemale_00017_1600.wav," matalaba ki, bhAShA eka ekshana nahIM, prakRRiti ko dekhakara diyA gayA hamArA riekshana mAtra hai ",train_hindifullfemale_00017
train_hindifullfemale_00018_1600.wav," sUraja ko dekhakara, hara prajAti ke manuShya ke mu.Nha se, rA hI nikalA ",train_hindifullfemale_00018
train_hindifullfemale_00019_1600.wav," isalie, misra meM bhI sUrya bhagavAna, rA haiM, aura siMdhu ke isa pAra bhI, sUryavaMshI bhagavAna kA nAma, rAma hai ",train_hindifullfemale_00019
train_hindifullfemale_00020_1600.wav," usameM kahA gayA hai, ki eka zamAnA thA, jaba pUrI duniyA bAbilU nAma ke eka shahara meM basatI thI, aura eka hI bhAShA bolatI thI ",train_hindifullfemale_00020
train_hindifullfemale_00021_1600.wav," usa shahara ke logoM ne, eka bAra, eka ba.DI sI mInAra banAne kI koshisha kI, itanI U.NchI, ki jisa pe cha.Dha ke iMsAna bhagavAna ke pAsa pahu.Ncha jAe ",train_hindifullfemale_00021
train_hindifullfemale_00022_1600.wav," usake dosta, premikAe.N, aura rishtedAra, use isI nAma se bulAte the, aura vo bhI, aksara samajha jAtA thA, ki kvaiM usI ko saMbodhita hai ",train_hindifullfemale_00022
train_hindifullfemale_00023_1600.wav," kvaiM kI umra takarIbana aThAraha sAla rahI hogI, yAni ki, vo navakishora thA, Aja kA TInejara ",train_hindifullfemale_00023
train_hindifullfemale_00024_1600.wav," shikAra karanA anivArya thA, lekina isa mAmale me, kvaiM thoDA kamazora thA ",train_hindifullfemale_00024
train_hindifullfemale_00025_1600.wav, use jaMgalI jAna varoM se Dara lagatA thA ,train_hindifullfemale_00025
train_hindifullfemale_00026_1600.wav," matalaba ki, kvaiM sirfa maChaliyA.N pakaDa kara, bahuta dina chaina se nahIM raha sakatA thA ",train_hindifullfemale_00026
train_hindifullfemale_00027_1600.wav," usake aMdara, jAne kahA.N se, eka ajIba sA gussA panapane lagA thA ",train_hindifullfemale_00027
train_hindifullfemale_00028_1600.wav," kabIle meM bhI jhaga.De ba.Dhane lage, aura kvaiM ke mUka samarthaka, yAni ki kabIle ke ba.De loga bhI, aba dhIre dhIre, usase kaTane lage ",train_hindifullfemale_00028
train_hindifullfemale_00029_1600.wav," vo rAta ko dera taka jAgatA, jhA.DiyoM kI AvAza meM nae nae svara sunatA, aura unheM jo.Dakara, kuCha banAne kI koshisha karatA ",train_hindifullfemale_00029
train_hindifullfemale_00030_1600.wav," para jhA.DiyoM se AI eka AvAza dubArA nahIM AtI, hara bAra, naI taraha kA svara nikalatA, aura kvaiM, unheM yAda karate karate, jo.Date jo.Date, pareshAna ho jAtA ",train_hindifullfemale_00030
train_hindifullfemale_00031_1600.wav," jina dinoM bArisha hotI, kvaiM kI ye ulajhana, aura baढ़ jAtI ",train_hindifullfemale_00031
train_hindifullfemale_00032_1600.wav," isalie aba vo, dina bhara AvAzeM ikaThThI karatA phiratA ",train_hindifullfemale_00032
train_hindifullfemale_00033_1600.wav," jahA.N bhI koI naI dhvani sunatA, turaMta use doharAtA ",train_hindifullfemale_00033
train_hindifullfemale_00034_1600.wav," nadI kinAre, do kAle gola patthara the, jo eka dUsare se raga.Dakara, vahI AvAza de rahe the ",train_hindifullfemale_00034
train_hindifullfemale_00035_1600.wav," kvaiM ba.DI dera taka vahA.N baiThA, unako raga.DatA rahA, usake sAmane eka khazAnA khula gayA thA ",train_hindifullfemale_00035
train_hindifullfemale_00036_1600.wav," pattharoM meM vo AvAzeM kaida thIM, jinheM vo duniyA bhara meM DhU.NDhatA phiratA thA ",train_hindifullfemale_00036
train_hindifullfemale_00037_1600.wav," aba kvaiM kA dina, do hissoM meM ba.NTa gayA ",train_hindifullfemale_00037
train_hindifullfemale_00038_1600.wav," isake bAda, vo Aja kI AvAza vAle pattharoM ko, alaga alaga guchChoM meM bA.NdhatA, aura unheM apane ka.Ndhe para, laTakA letA ",train_hindifullfemale_00038
train_hindifullfemale_00039_1600.wav," kaI dina to aisA hotA, ki shAma ko, kabIle kI ora lauTate vaqta, usake pAsa, pattharoM ke pachAsa se zyAdA samUha hote ",train_hindifullfemale_00039
train_hindifullfemale_00040_1600.wav," kuCha logoM ko to Dara thA, ki kvaiM kisI kAle devatA kI ArAdhanA karatA hai ",train_hindifullfemale_00040
train_hindifullfemale_00041_1600.wav," isa bIcha, kvaiM ne apane kabIle vAloM ke sAtha, khAnA bilkula hI baMda kara diyA ",train_hindifullfemale_00041
train_hindifullfemale_00042_1600.wav," aba vo kachchI maChalI, aura phaloM para hI ziMdA rahatA ",train_hindifullfemale_00042
train_hindifullfemale_00043_1600.wav," mahIne bItate gae, aura kvaiM kA pattharoM vAlA khazAnA, ba.DA hotA gayA ",train_hindifullfemale_00043
train_hindifullfemale_00044_1600.wav," khU.N beDhaMga se unheM bajAtA, aura ajIba sI AvAza sunakara, khUba ha.NsatA ",train_hindifullfemale_00044
train_hindifullfemale_00045_1600.wav," kabhI kabhI kvaiM gusse meM patthara uThAkara, pheMka bhI detA ",train_hindifullfemale_00045
train_hindifullfemale_00046_1600.wav," aise hI eka jhaga.De meM, eka dina, kvaiM ne khU.N ko mAra DAlA ",train_hindifullfemale_00046
train_hindifullfemale_00047_1600.wav," gusse meM Akara, usane zora zora se chillAnA shuru kara diyA ",train_hindifullfemale_00047
train_hindifullfemale_00048_1600.wav," khU.N kA gussA, abhI bhI harA thA, aura vo phira se, kvaiM pe hI jhapaTa pa.DA ",train_hindifullfemale_00048
train_hindifullfemale_00049_1600.wav," lekina isa bAra, kvaiM ke hAtha meM, vo bArisha vAle patthara the, kAle gola patthara, jo Tapa Tapa karate the ",train_hindifullfemale_00049
train_hindifullfemale_00050_1600.wav," khU.N ke nazadIka Ate hI, ye pUrI tAkata se, usake mAthe para jA pa.De ",train_hindifullfemale_00050
train_hindifullfemale_00051_1600.wav," shAyada eka hI vAra meM, khU.N aMdhA ho gayA ",train_hindifullfemale_00051
train_hindifullfemale_00052_1600.wav," usake bAda, kvaiM ne nukIle patthara uThA kara, khU.N kI eka eka nasa kATa DAlI ",train_hindifullfemale_00052
train_hindifullfemale_00053_1600.wav," tIna kabIlevAle bIcha meM Ae, lekina vo bhI mAre gae ",train_hindifullfemale_00053
train_hindifullfemale_00054_1600.wav, subaha hote hote pUrA kabIlA khAlI ho gayA ,train_hindifullfemale_00054
train_hindifullfemale_00055_1600.wav," mAna liyA gayA, ki kvaiM sachamucha rAta kI hI ArAdhanA karatA haiM ",train_hindifullfemale_00055
train_hindifullfemale_00056_1600.wav," usake aMdara, koI kAlI shakti A gaI, jo pUre kabIle ko khAne pe AmAdA thI ",train_hindifullfemale_00056
train_hindifullfemale_00057_1600.wav," jina pattharoM pe khUna laga gayA thA, unheM vo DainyUba meM dho lAyA ",train_hindifullfemale_00057
train_hindifullfemale_00058_1600.wav," kabIle meM aba ajIba sI shAMti thI, sirfa kvaiM, aura usake patthara hI bolate the ",train_hindifullfemale_00058
train_hindifullfemale_00059_1600.wav, para use aise hI achChA lagatA thA ,train_hindifullfemale_00059
train_hindifullfemale_00060_1600.wav," unhoMne apanI rAga adAyagI meM, jisa eka chIza para sarvAdhika mehanata kI hai, vo unakA mIM.Da kA kAma hai ",train_hindifullfemale_00060
train_hindifullfemale_00061_1600.wav," prasiddha saMgIta vidvAna, chetana karanAnI likhate haiM, bismillA khAna kI kalA kI sabase ba.DI khUbI ye hai ki, unake dhvani vinyAsa kI shuddhatA, uttejanA jagAtI hai ",train_hindifullfemale_00061
train_hindifullfemale_00062_1600.wav, unakI sAMgItika pratibhA apratima hai ,train_hindifullfemale_00062
train_hindifullfemale_00063_1600.wav," ve rAga kA vistAra karane, usakI saraMchanA ke byauroM ko ubhArane meM, hameshA behada sadhe hue aura jAgarUka rahe haiM ",train_hindifullfemale_00063
train_hindifullfemale_00064_1600.wav," bismillA khAna kI mIM.Da, jo unakI vAdana kalA kA sabase sashakta pakSha bana gayI hai, dekhane lAyaka hai ",train_hindifullfemale_00064
train_hindifullfemale_00065_1600.wav," vAdana ke samaya, mIM.Da lete vakta, ve suroM meM jo mo.Da ghumAva aura daivIya sparsha mahasUsa karAte haiM, vo sunane vAle ko, apUrva anubhava detA hai ",train_hindifullfemale_00065
train_hindifullfemale_00066_1600.wav," lagatA hai ki bismillA khAna, mIM.Da lete vakta, shahanAI nahIM bajA rahe, balki sharIra ke kisI ghAva para, marahama kara rahe haiM ",train_hindifullfemale_00066
train_hindifullfemale_00067_1600.wav," shahanAI meM mIM.Da bharane kI yaha divyatA, unakI kalA yAtrA kA sabase pramukha bindu bana gayI hai ",train_hindifullfemale_00067
train_hindifullfemale_00068_1600.wav," shahanAI meM mIM.Da ke kAma para, chetana karanAnI kI yaha bAta, bismillA khAna ke usa ghanaghora riyAza kI ora ishArA karatI hai ",train_hindifullfemale_00068
train_hindifullfemale_00069_1600.wav," yadi eka sura kA koI kaNa, sahI paka.Da meM A gayA, to samajho ki sArA saMgIta, tumhArI phU.Nka meM utara AyegA ",train_hindifullfemale_00069
train_hindifullfemale_00070_1600.wav," sA aura re kA pharka karane kI tamIza, unheM mIM.Da ko baratane ke vyA karaNa ke sandarbha meM hI, bachapana se sikhAyI gayI thI ",train_hindifullfemale_00070
train_hindifullfemale_00071_1600.wav," saMgIta ke vyA karaNa kA anushAsana milA huA hai, aura pUraba kI loka laya va desI dhuneM, shahanAI ke pyAle meM Akara Thahara gayI haiM ",train_hindifullfemale_00071
train_hindifullfemale_00072_1600.wav," vo isI bAta kI ora bAra bAra ishArA karatI haiM, ki saMgIta ke mIM.Da, va tAna kI taraha hI, unake jIvana meM kalA aura rasa, eka sura se dUsare sura taka, binA TUTe hue pahu.Nche haiM ",train_hindifullfemale_00072
train_hindifullfemale_00073_1600.wav," ve eka sAdhAraNa insAna haiM, jinake bhItara, Apako anAyAsa hI, sahaja mAnavIyatA ke darshana hote haiM ",train_hindifullfemale_00073
train_hindifullfemale_00074_1600.wav, ye khAna sAhaba koI dUsare haiM ,train_hindifullfemale_00074
train_hindifullfemale_00075_1600.wav," unase milanA, momina ke usa shera se milanA hai, jahA.N ve yaha darja karate haiM, tuma mere pAsa hote ho, jaba koI dUsarA nahIM hotA ",train_hindifullfemale_00075
train_hindifullfemale_00076_1600.wav," ye koI dUsarA na hone jaisA vyakti, eka ustAda hai, jo prema meM pa.De huye haiM ",train_hindifullfemale_00076
train_hindifullfemale_00077_1600.wav, unheM kAshI se be panAha muhabbata hai ,train_hindifullfemale_00077
train_hindifullfemale_00078_1600.wav," vo shahanAI ko, apanI prastuti kA eka vAdya yantra nahIM mAnate, balki, use sakhI, aura mahabUbA kahate haiM ",train_hindifullfemale_00078
train_hindifullfemale_00079_1600.wav," apanI patnI ke guzara jAne ke bAda se, unakI yaha mahabUbA hI, unake sirahAne bistara para, sAtha sotI hai, aura apane premI ko do eka kShaNa, khuda kI khushI baTorane kA, bahAnA detI hai ",train_hindifullfemale_00079
train_hindifullfemale_00080_1600.wav," ve Aja bhI, bachapana meM kachau.DI khilAne vAlI kulasuma ko, pUrI vyagratA se yAda karate haiM ",train_hindifullfemale_00080
train_hindifullfemale_00081_1600.wav," apane ba.De bhAI, shamsuddIna kA jaba bhI zikra karate haiM, bhItara ke jazbAta, donoM A.NkhoM kI koroM meM, pAnI banakara, Thahara jAtA hai ",train_hindifullfemale_00081
train_hindifullfemale_00082_1600.wav," ha.DahA sarAya se alaga, ve kahIM jAnA nahIM chAhate, phira vo lAhaura ho, yA landana, koI farka nahIM pa.DatA ",train_hindifullfemale_00082
train_hindifullfemale_00083_1600.wav," apane bhare pUre kunabe ke sAtha rahanA, aura pA.NchoM vakta kI namAza meM saMgIta kI shuddhatA ko milA denA, unheM bakhUbI AtA hai ",train_hindifullfemale_00083
train_hindifullfemale_00084_1600.wav, gaMgA ke pAnI ke liye unakI shraddhA dekhate banatI hai ,train_hindifullfemale_00084
train_hindifullfemale_00085_1600.wav," desha meM, jaba bhI koI fasAda hotA hai, to hara eka se ustAda kahane lagate haiM, ki bhaiyA, gaMgA ke pAnI ko ChU lo, aura surIle bana jAo, phira la.Da nahIM pAoge ",train_hindifullfemale_00085
train_hindifullfemale_00086_1600.wav," ve prema ko itane nazadIka se mahasUsa karate haiM, ki prema kA vitAna rachane vAle rAgoM ke pIChe pagalAye se ghUmate haiM ",train_hindifullfemale_00086
train_hindifullfemale_00087_1600.wav," apane kamare meM jaba baiThate haiM, taba Upara AsamAna kI ora tAkanA, unakI fitarata meM shAmila hai ",train_hindifullfemale_00087
train_hindifullfemale_00088_1600.wav," lagatA hai unakI shahanAI ke sAta suroM ne hI, Upara sAta AsamAna rachA hai ",train_hindifullfemale_00088
train_hindifullfemale_00089_1600.wav," khudA aura sura, saMgIta aura azAna, jaise unake sharIra kA pAnI, aura rUha hai ",train_hindifullfemale_00089
train_hindifullfemale_00090_1600.wav," unakA pUrA sharIra, aura vyaktitva hI, jaise laya kA bAgIchA hai, jise unhoMne DheroM gharAnoM se, achChe achChe phUla to.Dakara, sajAyA huA hai ",train_hindifullfemale_00090
train_hindifullfemale_00091_1600.wav," isa bAgIche meM, Apa shurU se anta taka ghUma Aiye, to duniyA bhara kI sundara chIzoM ke sAtha, eka ananyatA mahasUsa kareMgeM ",train_hindifullfemale_00091
train_hindifullfemale_00092_1600.wav," kula milAkara kissA kotAha ye, ki bismillA khAna, sirfa eka kalAkAra nahIM haiM, vo mAnavIya garimA kI sabase saralatama abhi vyakti haiM ",train_hindifullfemale_00092
train_hindifullfemale_00093_1600.wav," unake sAtha hone meM, hameM apane ko tho.DA ba.DA karane meM, madada milatI hai ",train_hindifullfemale_00093
train_hindifullfemale_00094_1600.wav, AdhA gA.Nva upanyAsa kI pahalI paMkti hai ,train_hindifullfemale_00094
train_hindifullfemale_00095_1600.wav," gAzIpura ke purAne tele meM, aba eka skUla hai, jahAM gaMgA kI laharoM kI AvAza to AtI hai, lekina, itihAsa ke gunagunAne, yA ThaMDI sAMseM, lene kI AvAza, nahIM AtI ",train_hindifullfemale_00095
train_hindifullfemale_00096_1600.wav," ajIba sI paMkti nahIM hai, gaMgA kI lahareM, jitanI mUrta aura yathArtha haiM, itihAsa utanA hI amUrta ",train_hindifullfemale_00096
train_hindifullfemale_00097_1600.wav," gaMgA kI laharoM kA, kyA koI itihAsa nahIM, bilAshaka hai, rAhI mAsUma razA, tIsarI hI paMkti meM batA dete haiM ",train_hindifullfemale_00097
train_hindifullfemale_00098_1600.wav, gaMdale pAnI kI ina mahAna dhArAoM ko na jAne kitanI kahAniyA.N yAda hoMgI ,train_hindifullfemale_00098
train_hindifullfemale_00099_1600.wav," islAma aura anya kisI bhI dhArmika asmitA ke saMdarbha meM, yaha dekhA jA sakatA hai ki, ve ilAkAI AdhAra para badalatI rahatI haiM, aura dUsare, unake bhItara ke kaI dvaMda, dekhe jA sakate haiM ",train_hindifullfemale_00099
train_hindifullfemale_00100_1600.wav," rAShTravAda sAmudAyika pahachAna kI talAsha meM, AsAnI se dharma kI ora mu.DatA hai ",train_hindifullfemale_00100
train_hindifullfemale_00101_1600.wav," rAhI mAsUma razA, usa sAMskRRitika pahachAna ko talAshane kA prayAsa karate haiM, jo zamIna se upajI hai, dharma se nahIM ",train_hindifullfemale_00101
train_hindifullfemale_00102_1600.wav," lauMDA ThiTholI aura ha.NsI kara rahA thA, to funnana miyA.N ne uThakara eka aisA tamAchA mArA, ki ustAda jI ke bAyeM kI gamaka daba gaI ",train_hindifullfemale_00102
train_hindifullfemale_00103_1600.wav, mahafila meM sannATA ChA gayA ,train_hindifullfemale_00103
train_hindifullfemale_00104_1600.wav," taba funnana miyA.N, shAMti se kahate haiM, vo gAliba kI gazala gA rahI thI ",train_hindifullfemale_00104
train_hindifullfemale_00105_1600.wav," isake bAda, khAna sAhaba ko lAkha samajhAyA jAtA hai, ki funnana miyA.N kA thappaDa, usa lauMDe ke mu.Nha para nahIM paDA thA ",train_hindifullfemale_00105
train_hindifullfemale_00106_1600.wav," shAyada use gAMdhI jI se adhika, isa TopI kI zarUrata thI, jisakI vajaha se sarakArI loga, usase Darane lage the ",train_hindifullfemale_00106
train_hindifullfemale_00107_1600.wav," vo koI kAma nahIM karatA thA, aura ArAma se thA ",train_hindifullfemale_00107
train_hindifullfemale_00108_1600.wav," pahale vo dina rAta kAma kiyA karatA thA, aura beArAma thA ",train_hindifullfemale_00108
train_hindifullfemale_00109_1600.wav, aba vo eka lIDara thA ,train_hindifullfemale_00109
train_hindifullfemale_00110_1600.wav," gaMgaulI meM to, kabhI koI aMgreja dekhA nahIM gayA ",train_hindifullfemale_00110
train_hindifullfemale_00111_1600.wav," vahA.N jaba rAShTravAdI Andolana kI lehara AI, to loga, AzAdI ke KayAla se nahIM, apane apane, aura bahuta vAjiba kAraNoM se, usase ju.De ",train_hindifullfemale_00111
train_hindifullfemale_00112_1600.wav," bhArata ChoDo Andolana ke AsapAsa, bhI.Da, thAne ko ghera letI hai ",train_hindifullfemale_00112
train_hindifullfemale_00113_1600.wav," isa majame meM, aise loga kama the, jinheM hindustAna Cho.Da do ke nAre kI khabara rahI ho ",train_hindifullfemale_00113
train_hindifullfemale_00114_1600.wav," unameM aise loga bhI nahIM the, jinheM AzAdI kA mahafUma patA ho ",train_hindifullfemale_00114
train_hindifullfemale_00115_1600.wav," godAna, ChattIsa meM AyA thA, lekina chUMki rAyasAhaba kAMgresa kI membarI meM, jela bhI ho Ae the ",train_hindifullfemale_00115
train_hindifullfemale_00116_1600.wav," isalie saiMtAlIsa ke bAda bhI unakI riyAsata, badale rUpa meM chalatI rahI hogI, aisA hama mAna sakateM haiM ",train_hindifullfemale_00116
train_hindifullfemale_00117_1600.wav," funnana miyA.N ise jhela nahIM pAte, aura bIcha takarIra meM kha.De ho jAte haiM ",train_hindifullfemale_00117
train_hindifullfemale_00118_1600.wav," unakI vo gU.NjatI AvAza, isa upanyAsa se bAhara nikalakara AtI hai ",train_hindifullfemale_00118
train_hindifullfemale_00119_1600.wav," funnana miyA.N kA la.DakA, bahAdurI se, la.Date la.Date hue, kAma A gayA, to isameM kauna sI tAjjuba kI bAta hai ",train_hindifullfemale_00119
train_hindifullfemale_00120_1600.wav," gulazAra kI smRRiti daMsha kI yaha kavitAe.N, da rasala, unakI bhAShA meM, bharosA karane kI vajaha se hI, likhI gayI haiM ",train_hindifullfemale_00120
train_hindifullfemale_00121_1600.wav," ve chAhate to, AsAnI se, DheroM kavitAoM ko, kisI filma kI paTakathA kI shakla dekara, chitrita kara sakate the ",train_hindifullfemale_00121
train_hindifullfemale_00122_1600.wav," isa bAta se gulazAra kA kahAnIkAra bhI, gaharAI se bhIgA huA hai ",train_hindifullfemale_00122
train_hindifullfemale_00123_1600.wav," unakI gazaleM bhI, isa bAta se aChUtI nahIM haiM ",train_hindifullfemale_00123
train_hindifullfemale_00124_1600.wav," kuCha gazaloM kI paMktiyA.N, isI sandarbha meM dhyAna dene yogya haiM ",train_hindifullfemale_00124
train_hindifullfemale_00125_1600.wav," ve apane Arambhika jIvana kI, nitAnta sahaja aura AtmIya chIzoM ko, shAyarI ke parivAra kA sadasya banAte haiM ",train_hindifullfemale_00125
train_hindifullfemale_00126_1600.wav," ye saba milakara, gulazAra kI kavitA aura shAyarI kA Anandaloka, gaढ़tI haiM ",train_hindifullfemale_00126
train_hindifullfemale_00127_1600.wav," ina bimboM ke dvArA, ve behada mAmUlI sI lagatI bAta meM bhI, jIvana kA eka ba.DA fala safA darja karate haiM ",train_hindifullfemale_00127
train_hindifullfemale_00128_1600.wav," isa artha meM, ve hindI aura urdU kI milanabhUmi para kha.De hue, akele aise lokadharmI shAyara haiM ",train_hindifullfemale_00128
train_hindifullfemale_00129_1600.wav," eka anUThe DhaMga kI rUmAniyata aura begAnepana ke mishraNa ke bAvajUda, gulazAra kI kavitAe.N, sAdhAraNa AdamI ke saMvAda meM, apanI pahachAna DhU.Nढ़tI haiM ",train_hindifullfemale_00129
train_hindifullfemale_00130_1600.wav," eka hada taka, hama yaha AsAnI se kaha sakate haiM ki, nihAyata sAdhAraNa jIvana jIne vAle samAja kI chaukhaTa para jAkara, gulazAra kI kavitA, apanA shikhara pAtI hai ",train_hindifullfemale_00130
train_hindifullfemale_00131_1600.wav," ye apanatva aura utkarSha, gulazAra kI pUrI zidagI, aura unake aneka anya kAryoM meM, AsAnI se lakShita ho jA sakatI hai ",train_hindifullfemale_00131
train_hindifullfemale_00132_1600.wav," ye sAre tathya milakara gulazAra kI kavitA kA, aisA karishmAI sthApatya rachate haiM, jisakA koI dUsarA vikalpa, jaldI DhU.Nढ़e nahIM milarA ",train_hindifullfemale_00132
train_hindifullfemale_00133_1600.wav," to kabhI banArasa meM gaMgA kI ghATa para, kabIrI ThATha oढ़e hue, nazara AtI hai ",train_hindifullfemale_00133
train_hindifullfemale_00134_1600.wav," kabhI ye nazmeM, sUfI kaviyoM kI birAdarI meM, baiThe hue, udAsI kA raMga, DhU.NDhatI haiM ",train_hindifullfemale_00134
train_hindifullfemale_00135_1600.wav," gulazAra kI kavitA kI kaI parateM haiM, aura una paratoM ke bIcha meM, jIvana aura usakI visaMgatiyoM kI anaginata raMgate haiM ",train_hindifullfemale_00135
train_hindifullfemale_00136_1600.wav," hama ina nazmoM kI paratoM ko eka eka kara, alaga karate chalate haiM ",train_hindifullfemale_00136
train_hindifullfemale_00137_1600.wav," isa shAyara kA apanA fala safA, pUrI rUmAniyata, aura jazbAta ke sAtha khilatA jAtA hai ",train_hindifullfemale_00137
train_hindifullfemale_00138_1600.wav," anaginata nazmoM, kavitAoM, aura GazaloM kI duniyA hai gulazAra ke yahA.N, jo apanA sUfiyAnA raMga liye hue, shAyara kA jIvana darshana, vyakta karatI haiM ",train_hindifullfemale_00138
train_hindifullfemale_00139_1600.wav," isa abhivyakti meM, jahA.N eka ora hameM kavi ke antarmana kI mahIna bunAvaTa kI jAnakArI milatI hai ",train_hindifullfemale_00139
train_hindifullfemale_00140_1600.wav," vahAM, dUsarI ora sUfiyAnA raMgata liye hue, lagabhaga nirguNa kaviyoM kI bolI bAnI ke karIba pahu.Nchane vAlI unakI AvAza, yA kavitA kA sthAyI phakka.Da svabhAva, hameM ekabAragI, udAsI meM tabdIla hotA huA nazara AtA hai ",train_hindifullfemale_00140
train_hindifullfemale_00141_1600.wav," ina nazmoM kI sabase ba.DI tAkata banakara, hamAre sAmane AtA hai ",train_hindifullfemale_00141
train_hindifullfemale_00142_1600.wav," zAhira hai, isa taraha kI kavitA meM, dukha aura udAsI, usa taraha se apanA Ashraya pAte haiM ",train_hindifullfemale_00142
train_hindifullfemale_00143_1600.wav," jisa taraha, nirguNa padoM aura sUfiyAnA kalAmoM meM, prema va AtmIya kShaNa, pI.DA kA rUpa dharakara, apanI paribhAShA gaढ़te haiM ",train_hindifullfemale_00143
train_hindifullfemale_00144_1600.wav," yaha akAraNa nahIM hai, ki gulazAra ke lie filma gIta bhI, isI kAraNa apanA saMvedAtmaka utkarSha, gaharI mArmikatA meM pAte haiM ",train_hindifullfemale_00144
train_hindifullfemale_00145_1600.wav," eka do gItoM ke udAharaNa se yaha mArmikatA, samajhI jA sakatI hai ",train_hindifullfemale_00145
train_hindifullfemale_00146_1600.wav," eka hada taka, kAvya rUढ़i kI taraha, jisa sAhityashAstra meM, hama moTifa ke taura para jAnate haiM ",train_hindifullfemale_00146
train_hindifullfemale_00147_1600.wav, vaha chA.Nda kI upasthiti hai ,train_hindifullfemale_00147
train_hindifullfemale_00148_1600.wav," vo akele meM hI kabhI pUrA kA pUrA dRRishya banatA hai, yA kisI nazma meM, apane pravesha ke sAtha, sArI dRRishyAvalI ko eka vishiShTa kisma kA, gulazAraTaipa banA detA hai ",train_hindifullfemale_00148
train_hindifullfemale_00149_1600.wav," eka taraha se chA.Nda, unakA sarvapriya pratyaya hai, jisa para, ve apane se bhI zyAdA bharosA karate haiM ",train_hindifullfemale_00149
train_hindifullfemale_00150_1600.wav," isa bimba ko lekara, unakA Agraha itanA gAढ़A aura mukhara hai ki, ekAka, yaha vishvAsa karanA mushkila ho jAtA hai ki, bAkI ke anya sAre prAkRRitika bimba, unake shAyara ke lie, kuCha kama mahattva ke haiM ",train_hindifullfemale_00150
train_hindifullfemale_00151_1600.wav," hAlA.Nki ye gulazAra hI haiM, jinake yahA.N sarvAdhika prAkRRitika pratIkoM kI bharamAra rahI hai ",train_hindifullfemale_00151
train_hindifullfemale_00152_1600.wav," phira vo sUraja, tAre, pahA.Da, bArisha, patajha.Da, dina rAta, shAma, nadI, barfa, samudra, dhuMdha, havA, kuCha bhI ho sakatI hai ",train_hindifullfemale_00152
